,Course Name,State,County,City,Street,Zip Code,Website,Email,Phone,Green Fees Weekend,Green Fees Weekday,Year Built,Annual Rounds,Manager,Club Pro,Superintendant,Guest Policy,Holes
124,Red White Course at Silver Wings Golf Course,AL,Dale,Fort Rucker,Bldg 20067,36362-,,,334-598-2449,$15.00,$12.00,1991,"70,000 (estimated)",Rick Clark,Jim Doulin,Rick Clark,Reciprocal,27
125,White Blue Course at Silver Wings Golf Course,AL,Dale,Fort Rucker,Bldg 20067,36362-,,,334-598-2449,$15.00,$12.00,,"70,000 (estimated)",Rick Clark,Jim Doulin,Rick Clark,Reciprocal,27
126,Gadsden Country Club,AL,Etowah,Gadsden,1884 Rainbow Dr,35901-,,,256-546-0451,$45.00,$30.00,1919,"36,000 (estimated)",david Allen,David Allen,Ronnie Turner,Reciprocal,18
127,River Trace Golf Club,AL,Etowah,Gadsden,464 Goodyear Ave,35903-,,,256-546-8821,$25.00,$25.00,1974,N/A,Shelby Moore,Shelby Moore,Shelby Moore,Reciprocal,18
128,Twin Bridges Golf Club,AL,Etowah,Gadsden,901 Riverbend Dr,35901-2569,http://www.twinbridgesgolf.com,info@twinbridgesgolf.com,256-549-4866,$42.00,$32.00,2003,N/A,Kevin Bailey,N/A,N/A,Open,18
129,Quail Ridge Country Club,AL,Jefferson,Gardendale,1600 Quail Ridge Dr,35071-,,,205-631-3140,$20.00,$20.00,1972,"24,000 (estimated)",Don Demumburm,Don Demumburm,Jeff Coats,Closed,18
130,River Oaks Golf Course,AL,Geneva,Geneva,1 Westville Ave,36340-,,allison@alaweb.com,334-684-6190,$12.00,$9.00,1991,N/A,Dixie Lee,Henry Lee III,Buddy Lee,Open,9
131,Backbreaker Mindbreaker Course at Silver Lakes,AL,Calhoun,Glencoe,1 Sunbelt Pkwy,35905-8840,,,256-892-3268,$39.00,$39.00,1993,"45,000 (estimated)",Anthony Land,Rusty Stethens,Jeff Oelmenn,Open,36
132,Briarmead Golf Club,AL,Etowah,Glencoe,505 Ralph Ave,35905-1014,,,256-492-1150,$20.00,$20.00,1936,N/A,Jody Miller,Jody Miller,Fred Terry,Closed,18
133,Heartbreaker Backbreaker Course at Silver Lakes,AL,Calhoun,Glencoe,1 Sunbelt Pkwy,35905-8840,,,256-892-3268,$39.00,$39.00,1993,"45,000 (estimated)",Anthony Land,Rusty Stethens,Jeff Oelmenn,Open,36
134,Mindbreaker Heartbreaker Course at Silver Lakes,AL,Calhoun,Glencoe,1 Sunbelt Pkwy,35905-8840,,,256-892-3268,$39.00,$39.00,1993,"45,000 (estimated)",Anthony Land,Rusty Stethens,Jeff Oelmenn,Open,36
135,Short Course at Silver Lakes,AL,Calhoun,Glencoe,1 Sunbelt Pkwy,35905-8840,,,256-892-3268,$15.00,$15.00,1993,"45,000 (estimated)",Anthony Land,Rusty Stethens,Jeff Oelmenn,Open,36
136,Hatchet Creek Golf Club,AL,Coosa,Goodwater,Mount Olive Rd,35072-,,,256-839-5612,$15.00,$15.00,1967,N/A,Joe Gilliland,Joe Gilliland,Joe Gilliland,Open,9
137,Blue Red Course at Mountain View Golf Course,AL,Jefferson,Graysville,3200 Mountain View Dr,35073-9691,,,205-674-8362,$33.00,$29.00,1994,"40,000 (estimated)",Judy Owens,James Thursby,John Smith,Open,27
138,Red White Course at Mountain View Golf Course,AL,Jefferson,Graysville,3200 Mountain View Dr,35073-9691,,,205-674-8362,$33.00,$29.00,1991,"40,000 (estimated)",Judy Owens,James Thursby,John Smith,Open,27
139,White Blue Course at Mountain View Golf Course,AL,Jefferson,Graysville,3200 Mountain View Dr,35073-9691,,,205-674-8362,$33.00,$29.00,1994,"40,000 (estimated)",Judy Owens,James Thursby,John Smith,Open,27
140,Lakeview Country Club,AL,Hale,Greensboro,Millwood Rd,36744-,,,334-624-8654,$15.00,$15.00,1965,N/A,Rita Harper,Rita Harper,Gordon Johnson,Reciprocal,18
141,Canyon Loblolly Course at Cambrian Ridge,AL,Butler,Greenville,101 Sunbelt Pkwy,36037-7935,,,334-382-9787,$58.00,$58.00,1993,N/A,Sean Curry,Sean Curry,Doug Tinkham,Open,36
142,Greenville Country Club,AL,Butler,Greenville,902 Fort Dale Rd,36037-,,,334-382-8312,$15.00,$15.00,1930,"12,000 (estimated)",Steve McGee,Steve Smith,Tommy Russell,Closed,9
143,Loblolly Sherling Course at Cambrian Ridge,AL,Butler,Greenville,101 Sunbelt Pkwy,36037-7935,,,334-382-9787,$58.00,$58.00,1993,N/A,Sean Curry,Sean Curry,Doug Tinkham,Open,36
144,Sherling Canyon Course at Cambrian Ridge,AL,Butler,Greenville,101 Sunbelt Pkwy,36037-7935,,,334-382-9787,$58.00,$58.00,1994,N/A,Sean Curry,Sean Curry,Doug Tinkham,Open,36
145,Short Course at Cambrian Ridge,AL,Butler,Greenville,101 Sunbelt Pkwy,36037-7935,,,334-382-9787,$15.00,$15.00,1994,N/A,Sean Curry,Sean Curry,Doug Tinkham,Open,36
146,Pikeville Country Club,AL,Marion,Guin,1310 Country Club Rd,35563-3114,,,205-921-9577,$25.00,$25.00,1960,"15,000 (estimated)",Don Baker,Don Baker,Gene Black,Reciprocal,9
147,Cotton Creek Course at Craft Farms,AL,Baldwin,Gulf Shores,3840 Cotton Creek Blvd,36542-,http://www.craftfarms.com,,334-968-7766,$79.00,$79.00,1987,N/A,Grant Brown,Rick Gehr,Shannon Easter,Open,36
148,Cypress Bend Course at Craft Farms,AL,Baldwin,Gulf Shores,3840 Cotton Creek Blvd,36542-,http://www.craftfarms.com,,334-968-7766,$69.00,$69.00,1998,N/A,Grant Brown,Rick Gehr,Shannon Easter,Open,36
149,Gulf Shores Golf Club,AL,Baldwin,Gulf Shores,520 Clubhouse Dr,36547-,,,334-968-4502,$43.60,$43.60,1967,"32,000 (estimated)",Rea Schuessler,Rea Schuessler,Brad Orindoff,Open,18
150,Gulf State Park Golf Course,AL,Baldwin,Gulf Shores,20115 State Hwy 135,36542-,,,334-948-4653,$27.00,$24.00,1972,"50,000 (estimated)",Rosa Arnold,Harry Dwyer,Robert Manness,Open,18
151,Kiva Dunes Golf Course,AL,Baldwin,Gulf Shores,815 Plantation Dr,36542-,,,334-540-7000,$87.00,$87.00,1995,N/A,Mark Stillings,Mark Stillings,Mike Rienzi,Open,18
152,Lakes Cypress Course at Peninsula Golf & Racquet Club,AL,Baldwin,Gulf Shores,20 Peninsula Blvd,36547-,http://www.thepeninsula.com,peninsul@gulftel.com,334-968-8009,$82.00,$82.00,1998,"38,000 (estimated)",Grant Brown,Chris Wilkinson,Scott Clark,Open,27
153,Marsh Lakes Course at Peninsula Golf & Racquet Club,AL,Baldwin,Gulf Shores,20 Peninsula Blvd,36547-,http://www.thepeninsula.com,peninsul@gulftel.com,334-968-8009,$82.00,$82.00,1995,"38,000 (estimated)",Grant Brown,Chris Wilkinson,Scott Clark,Open,27
154,Woodlands Golf Course at Craft Farms,AL,Baldwin,Gulf Shores,19995 Oak Rd W,36542-,http://www.craftfarms.com,golf@craftfarms.com,334-968-4133,$69.00,$69.00,1994,"45,000 (estimated)",John Baas,John Baas,Kevin Kaehr,Open,18
155,Gunters Landing Golf Club,AL,Marshall,Guntersville,1000 Gunter's Landing Rd,35976-8627,http://www.gunterslanding.com,gunters@gunterslanding.com,256-582-3000,$45.00,$35.00,1992,"36,000 (estimated)",Blake Spicer,Aaron Cantrell,Craig Gillespie,Open,18
156,Lake Guntersville State Park Golf Course,AL,Marshall,Guntersville,7966 Alabama Hwy #227,35976-8127,,,256-582-0379,$16.00,$16.00,1972,"30,000 (estimated)",Lamar Pendergrass,Lamar Pendergrass,Bobby McCoy,Open,18
157,Stoney Mountain Golf Club,AL,Marshall,Guntersville,5200 Georgia Mountain Rd,35976-7229,,,256-582-2598,$23.00,$17.00,,"23,000 (estimated)",Donnie Henry,Donnie Henry,Donnie Henry,Open,18
158,Haleyville Country Club,AL,Winston,Haleyville,1331 Airport Rd,35565-,,,205-486-3906,$20.00,$20.00,1954,N/A,Ken Shot,Ruth Donaldson,Ken Shot,Closed,18
159,Cullman Municipal Golf Course,AL,Cullman,Hanceville,2321 County Rd 490,35077-8125,,,256-739-2386,$18.00,$16.00,N/A,"40,000 (estimated)",Ches Harris,Ches Harris,Jeff Hill,Open,18
160,Meadows,AL,Shelby,Harpersville,1 Plantation Dr,35078-,,,205-672-9909,$26.00,$17.00,1995,N/A,Lance Gilliland,Frank Stewart,Brian Carmack,Open,18
161,Quail Creek Golf Course,AL,Morgan,Hartselle,233 Quail Creek Dr,35640-6952,http://www.quailcreekgolf.com,quailcreek@quailcreekgolf.com,256-784-5033,$15.00,$12.00,1993,"27,000 (estimated)",Dick Blackmon,Jack Payton,Gordan Livingston,Open,18
162,Harvest Hills Golf Course,AL,Madison,Harvest,791 Harvest Rd,35749-8625,,,256-890-0705,$19.00,$15.00,N/A,N/A,Fred Kerstiens,N/A,Brandon Fagen,Open,18
163,Headland Country Club,AL,Henry,Headland,Hwy 134 E,36345-6403,http://www.headlandcountryclub.org,proshop@headlandcountryclub.org,334-693-2324,$22.00,$12.00,1961,"23,000 (estimated)",Kennith Bond,N/A,Jerry Hardy,Open,9
164,Silver Ridge Golf Club,AL,Marshall,Horton,195 Golf Club Dr,35980-7353,,,256-593-4055,$22.00,$16.00,1996,"16,000 (estimated)","David Perry, Jr.","David Perry, Jr.","David Perry, Jr.",Open,18
165,Becky Pierce Golf Course,AL,Madison,Huntsville,2151 Airport Rd Sw,35801-5364,,,256-880-1151,$15.00,$15.00,1956,"59,000 (estimated)",Steve Robinson,Steve Robertson,Ken Healy,Open,18
166,Hillside Valleyside Course at Valley Hill Country Club,AL,Madison,Huntsville,8300 Valley Hill Dr Se,35802-3228,,,256-883-7620,$50.00,$40.00,1985,"44,000 (estimated)",Bill Tummineillo,Charlie Richardson,Jeff Lee,Reciprocal,27
167,Huntsville Country Club,AL,Madison,Huntsville,2601 Oakwood Ave Nw,35810-,,,256-859-3110,$35.00,$35.00,1959,"21,000 (estimated)",Gene Diamond,Gene Diamond,Lindy Conard,Reciprocal,18
168,Lakeside Hillside Course at Valley Hill Country Club,AL,Madison,Huntsville,8300 Valley Hill Dr Se,35802-3228,,,256-883-7620,$40.00,$40.00,1964,"44,000 (estimated)",Bill Tummineillo,Charlie Richardson,Jeff Lee,Reciprocal,27
169,Monrovia Golf Course,AL,Madison,Huntsville,7130b Hwy 72 W,35806-,,,256-837-9469,$11.00,$11.00,1959,N/A,Robert Newby,Russell Stevens,Steve Nuby,Open,18
170,Sunset Landing Golf Course,AL,Madison,Huntsville,346 James Record Rd Sw,35824-1514,,,256-464-5050,$20.00,$16.00,1968,N/A,Terry Wilbanks,Terry Wilbanks,Grant McCormick,Open,18
171,Valleyside Lakeside Course at Valley Hill Country Club,AL,Madison,Huntsville,8300 Valley Hill Dr Se,35802-3228,,,256-883-7620,$40.00,$40.00,1964,"44,000 (estimated)",Bill Tummineillo,Charlie Richardson,Jeff Lee,Reciprocal,27
172,Bay Oaks Golf Club,AL,Mobile,Irvington,7960 Edgar Roberts Rd,36544-,,,334-824-2429,$29.00,$27.00,1950,"50,000 (estimated)",Gene Ferrell,Gene Ferrell,Counce Hightower,Open,18
173,Stoneybrook Golf Course,AL,Calhoun,Jacksonville,1505 Country Club Dr Sw,36265-3367,,,256-435-3114,$18.00,$12.00,1972,N/A,Myrl Wade,Myrl Wade,Frank Blade,Open,18
174,Arrowhead Golf Course,AL,Walker,Jasper,Rural Route 2,35503-,,,205-384-3065,$9.00,$9.00,1970,"12,500 (estimated)",Denise Kilgore,Jim Kilgore,Charles Frye,Open,9
175,Musgrove Country Club,AL,Walker,Jasper,916 Country Club Rd,35503-,,,205-221-7902,$35.00,$25.00,1932,"16,000 (estimated)",Phil Green,Phil Green,Dave Howard,Reciprocal,18
176,Twin Lakes Golf Club,AL,Walker,Jasper,1065 Arkadelphia Rd,35504-,,,205-221-3526,$8.00,$8.00,1974,N/A,Johnny Avey,Johnny Avey,Johnny Avey,Open,9
177,Union Chapel Golf Course,AL,Walker,Jasper,752 Golf Course Rd,35504-4977,,,205-483-8300,$8.00,$8.00,1965,N/A,Don Cummings,Don Cummings,Don Cummings,Reciprocal,9
178,Turtle Point Yacht & Country Club,AL,Lauderdale,Killen,1000 Club Dr,35645-,,,256-757-2155,$50.00,$50.00,1960,"21,500 (estimated)",Greg Glover,Greg Glover,John Freeman,Closed,18
179,Riverside Country Club,AL,Troup,Lanett,2001cherry Dr,36863-6503,,,334-644-4503,$10.00,$10.00,1954,"30,000 (estimated)",Gloria Watson,George Bottoms,Dathan Maybary,Closed,9
180,Terry Walker Country Club,AL,Jefferson,Leeds,2196 Zeigler Rd,35094-,,,205-699-4851,$25.00,$25.00,1961,"20,002 (estimated)",Billy Prentice,Billy Prentice,Ralph Sertell,Open,18
181,Linden Country Club,AL,Marengo,Linden,Hwy 28 E,36748-,,,334-295-8678,$15.00,$15.00,1968,N/A,Scott Stevens,Scott Stevens,Scott Stevens,Reciprocal,9
182,Livingston Country Club,AL,Sumter,Livingston,Country Club Rd,35470-5629,,,205-652-9931,$15.00,$15.00,1968,"20,000 (estimated)",Joe Spray,Joe Spray,Joe Dew,Reciprocal,9
183,Steelwood,AL,Baldwin,Loxley,Truck Trl 17323,36551-,,golfman@gulftel.com,334-964-4502,$100.00,$100.00,1997,"11,000 (estimated)",Richard Miller,Scott Smith,Damien Moureau,Reciprocal,18
184,Marion Military Institute Golf Course,AL,Perry,Marion,Fairway Dr,36756-,,,334-683-9726,$15.00,$15.00,1962,"22,000 (estimated)",Thad Davis,Bob Walker,Bob Walker,Open,9
185,East Course at Cypress Tree Golf Course,AL,Montgomery,Maxwell Afb,1461 March Rd Bldg1461,36112-5992,,,334-263-7587,$16.00,$16.00,1932,"58,000 (estimated)",Marco Stellacy,Marco Stellacy,Mike Roberts,Closed,36
186,West Course at Cypress Tree Golf Course,AL,Montgomery,Maxwell Afb,1461 March Rd Bldg1461,36112-5992,,,334-263-7587,$16.00,$16.00,1957,"58,000 (estimated)",Marco Stellacy,Marco Stellacy,Mike Roberts,Closed,36
187,Tannehill National Golf Course,AL,Tuscaloosa / Jefferson,Mccalla,12863 Tannehill Pkwy,35111-2631,,,205-477-4653,$47.00,$37.00,1996,"28,000 (estimated)",Mark Busic,Mark Busic,Bo Norris,Open,18
188,Saddle Rock Golf Course,AL,De Kalb,Mentone,County Rd 614,35984-2434,http://www.cloudmont.com,ski@huntsville.to,256-634-4344,$9.00,$8.00,,N/A,Gary Jones,Gary Jones,Gary Jones,Open,9
189,Colonial Golf Course,AL,Madison,Meridianville,400 Colonial Dr,35759-1008,,,256-828-0431,$21.00,$19.00,1960,N/A,Barry Holt,Barry Holt,David Thurman,Open,18
190,Fox Run Golf Course,AL,Madison,Meridianville,870 Mccollum Rd,35759-1716,,,256-828-7564,$12.00,$12.00,1997,N/A,Robin Naway,N/A,Robin Naway,Open,18
191,Pines Golf Club,AL,Elmore,Millbrook,307 Deatsville Hwy,36054-1634,,pinesgolfinc@aol.com,334-285-7529,$22.00,$16.00,1990,N/A,N/A,Fred Larson,N/A,Open,18
192,Azalea City Golf Course,AL,Mobile,Mobile,1000 Galliard Dr,36608-,,,251-342-4221,$15.00,$15.00,1957,"74,000 (estimated)",Clay Koschel,Clay Koschel,Brian Aaron,Open,18
193,Crossings Course at Robert Trent Jones Golf Trail at Magnolia Grove,AL,Mobile,Mobile,7001 Magnolia Grove Pkwy,36618-4824,http://www.rtjgolf.com,magnoliagrove@rtjgolf.com,251-645-0075,$72.00,$72.00,1992,"70,000 (estimated)",Paul Martino,Paul Martino,Scott Ribola,Open,54
194,Falls Course at Robert Trent Jones Golf Trail at Magnolia Grove,AL,Mobile,Mobile,7001 Magnolia Grove Pkwy,36618-4824,http://www.rtjgolf.com,magnoliagrove@rtjgolf.com,251-645-0075,$72.00,$72.00,1992,"70,000 (estimated)",Paul Martino,Paul Martino,Scott Ribolla,Open,54
195,Gulf Pines Golf Course,AL,Mobile,Mobile,167 Old Bay Front Dr,36615-1304,,,251-431-6413,$14.00,$12.00,1970,"45,000 (estimated)",Frank Freel,Frank Freel,Bruce Robinson,Open,18
196,Heron Lakes Country Club,AL,Mobile,Mobile,3851 Government Blvd,36693-4314,,,251-666-7070,$35.00,$35.00,1954,"24,000 (estimated)",Dan Taylor,David Musial,Jeff Cornelson,Reciprocal,18
197,Linksman Golf Club,AL,Mobile,Mobile,3700 Saint Andrews Dr,36693-5300,,,251-661-0018,$15.00,$15.00,1972,"64,000 (estimated)",Frank Gall,Dick Dansereau,Ray Butgereit,Open,18
198,Regulation Course at Country Club of Mobile,AL,Mobile,Mobile,4101 Wimbledon Dr,36608-,,,251-342-5138,$40.00,$40.00,1928,"30,000 (estimated)",Woody Woodall,Woody Woodall,Ron Wright,Reciprocal,27
199,Short Course at Robert Trent Jones Golf Trail at Magnolia Grove,AL,Mobile,Mobile,7001 Magnolia Grove Pkwy,36618-4824,http://www.rtjgolf.com,magnoliagrove@rtjgolf.com,251-645-0075,$25.00,$25.00,1992,"70,000 (estimated)",Paul Martino,Paul Martino,Scott Ribola,Open,54
200,Short Nine Course at Country Club of Mobile,AL,Mobile,Mobile,4101 Wimbledon Dr,36608-,,,251-342-5138,$30.00,$30.00,N/A,"30,000 (estimated)",Woody Woodall,Woody Woodall,Ron Wright,Reciprocal,27
201,Spring Hill College Golf Course,AL,Mobile,Mobile,4000 Dauphin St,36608-1791,,,251-380-4655,$34.00,$29.00,1930,"39,000 (estimated)",Lawrence Auer,Lawrence Auer,Brett Drinkwine,Open,18
202,Vanity Fair Golf & Tennis Club,AL,Monroe,Monroeville,613 Golf Dr,36460-,,,334-575-4700,$20.00,$15.00,1974,N/A,Tommy Wright,Tommy Wright,Jerry Roland,Reciprocal,18
203,Montevallo Golf Club,AL,Shelby,Montevallo,1481 Shelby County Hwy 204,35115-7525,,,205-665-8057,$16.00,$12.00,1955,"17,000 (estimated)",Rusty Stokes,Ed Davis,Wayne Pickett,Open,18
204,Bonnie Crest Country Club,AL,Montgomery,Montgomery,1410 Federal Dr,36107-1124,,,334-272-9316,$25.00,$25.00,1940,"22,000 (estimated)",Penn Scott,Penn Scott,Louise Harris,Reciprocal,18
205,Lagoon Park Golf Course,AL,Montgomery,Montgomery,2855 Lagoon Park Dr,36109-1112,,,334-271-7000,$25.00,$20.00,1978,"45,000 (estimated)",Nick Gettys,Nick Gettys,Walter Green,Open,18
206,Magnolia Golf Club,AL,Montgomery,Montgomery,3346 Elsberry Rd,36116-3018,,,334-288-3310,$15.00,$13.00,1950,N/A,John Bell,John Bell,John Bell,Open,18
207,Montgomery Country Club,AL,Montgomery,Montgomery,3001 Narrow Lane Rd,36106-,,,334-240-6545,$60.00,$60.00,1903,"21,000 (estimated)",Calzin Bollieg,Scott Warzecha,Scott McCrackin,Reciprocal,18
208,Montgomery Golf Center,AL,Montgomery,Montgomery,4507 Mobile Hwy,36108-3347,,,334-288-9662,$12.00,$10.00,1980,N/A,Bob Moore,Bob Moore,Bob Moore,Open,9
209,Montgomery National Golf Club,AL,Montgomery,Montgomery,7160 Byron Nelson Blvd,36116-6046,,,334-281-3344,$35.00,$35.00,1975,"40,000 (estimated)",Dennis Thrower,Ralph Shepard,Ed Starkie,Open,18
210,River Run 1 Golf Course,AL,Montgomery,Montgomery,1501 Dozier Rd,36117-6422,,,334-647-4653,$39.00,$28.00,1988,"50,000 (estimated)",Jean Forbus,N/A,Steve Gilliam,Open,18
211,River Run 2 Golf Course,AL,Montgomery,Montgomery,1501 Dozier Rd,36057-,,,334-279-6686,$39.00,$28.00,1994,N/A,Jean Forbus,N/A,Steve Gilliam,Open,18
212,Wynlakes Golf & Country Club,AL,Montgomery,Montgomery,7900 Wynlakes Blvd,36117-5171,,,334-279-0297,$38.00,$30.00,1986,"25,000 (estimated)",Brent Krause,Joe Mathis,Dennis Weber,Reciprocal,18
213,Green Briar Golf Course,AL,Jefferson,Morris,1130 Morris Majestic Rd,35116-1832,,,205-647-2680,$10.00,$10.00,1990,N/A,Tom Willis,Tom Willis,Tom Willis,Open,18
214,Deer Run Golf Course,AL,Lawrence,Moulton,1175 County Rd 100,35650-5117,,,256-974-7384,$17.00,$14.00,1980,N/A,Ted Tucker,Ted Tucker,Myron Bohannon,Open,18
215,Cypress Lakes Golf & Country Club,AL,Colbert,Muscle Shoals,1311 E 6th St,35661-,,,256-386-7783,$53.00,$48.00,1991,"47,000 (estimated)",Amy Freiermuth,Bill Castle,Danny Holt,Open,18
216,Fighting Joe Course at The Shoals Golf Club,AL,Colbert County,Muscle Shoals,990 Sunbelt Pkwy,35661-5244,http://www.rtjgolf.com,,256-446-5111,$50.00,$50.00,2004,N/A,Scott Arnot,Joe Schalk,Doug Tinkham,Open,36
217,The Schoolmaster Course at The Shoals Golf Club,AL,Colbert County,Muscle Shoals,990 Sunbelt Pkwy,35661-5244,http://www.rtjgolf.com,,256-446-5111,$50.00,$50.00,2004,N/A,Scott Arnot,Joe Schalk,Doug Tinkham,Open,36
218,Hidden Meadows Golf Course,AL,Tuscaloosa,Northport,13000 Old Cove Rd,35473-7849,,,205-339-3673,$35.00,$30.00,1996,N/A,Scott Moore,Shane Warren,Rick Tibbett,Open,18
219,Lakeside Golf Course,AL,Walker,Oakman,365 Lakeside Rd,35579-,,,205-686-7985,$8.00,$8.00,1964,N/A,Louis Perkins,Louis Perkins,Don Bruner,Open,9
220,Covered Bridge Golf Club,AL,Blount,Oneonta,350 County Rd 42,35121-,,,205-625-5240,$10.00,$10.00,1980,"22,000 (estimated)",Tee Burchett,Tee Burchett,Tee Burchett,Open,18
221,Limestone Springs Golf Club,AL,Blount,Oneonta,3000 Colonial Dr,35121-,http://www.limestonesprings.com,info@limestonesprings.com,205-274-4653,$55.00,$55.00,1999,N/A,Steve Patton,Joe Kruse,Mark Langner,Open,18
222,Palisades Golf Course,AL,Blount,Oneonta,1364 Heritage Rd,35121-3012,,,205-274-2390,$25.00,$22.00,1986,N/A,Steve Atlas,Steve Atlas,John Tidmore,Open,18
223,Saugahatchee Country Club,AL,Lee,Opelika,3800 Bent Creek Rd,36804-7602,,,334-749-4342,$40.00,$30.00,1977,"26,400 (estimated)",Marshall Phillips,Marshall Phillips,Paul Conner,Reciprocal,18
224,The Lake Course at Robert Trent Jones Golf Trail - Grand National,AL,Lee,Opelika,3000 Sunbelt Pkwy,36801-,http://www.rtjgolf.com,grandnational@rtjgolf.com,334-749-9042,$55.00,$55.00,1992,"75,000 (estimated)",Peter J. Rouillard,Scott Gomberg,Jeff Olemann,Open,54
225,The Links Course at Robert Trent Jones Golf Trail - Grand National,AL,Lee,Opelika,3000 Sunbelt Pkwy,36801-,http://www.rtjgolf.com,grandnational@rtjgolf.com,334-749-9042,$55.00,$55.00,1992,"75,000 (estimated)",Peter J. Rouillard,Scott Gomberg,Jeff Olemann,Open,54
226,The Short Course at Robert Trent Jones Golf Trail - Grand National,AL,Lee,Opelika,3000 Sunbelt Pkwy,36801-,http://www.rtjgolf.com,grandnational@rtjgolf.com,334-749-9042,$18.00,$18.00,1992,"75,000 (estimated)",Peter J. Rouillard,Scott Gomberg,Jeff Olemann,Open,54
227,Opp Country Club,AL,Covington,Opp,Andalusia Hwy,36467-,,,334-493-4342,$10.00,$10.00,,N/A,Hazel Byrd,Hazel Byrd,Jim Richburg,Closed,9
228,Orange Beach Golf Center,AL,Baldwin,Orange Beach,24401 Canal Rd,36561-,,obgolf@gulftel.com,334-974-5660,$16.00,$16.00,1995,"10,000 (estimated)",Tony Trevino,Tony Trevino,Robby Jaeger,Open,9
229,Highlands Course at Hampton Cove Golf Course,AL,Madison,Owens Cross Roads,450 Old Hwy 431s,35763-9304,,,256-551-1818,$49.00,$49.00,1992,"65,000 (estimated)",Steve Mack,Sean Conley,Marshal Drew,Open,54
230,River Course at Hampton Cove Golf Course,AL,Madison,Owens Cross Roads,450 Old Hwy 431s,35763-9304,,,256-551-1818,$49.00,$49.00,1993,"65,000 (estimated)",Steve Mack,Sean Conley,Marshal Drew,Open,54
231,Short Course at Hampton Cove Golf Course,AL,Madison,Owens Cross Roads,450 Old Hwy 431s,35763-9304,,,256-551-1818,$15.00,$15.00,1992,"65,000 (estimated)",Steve Mack,Sean Conley,Marshal Drew,Open,54
232,B & J Golf Center,AL,Calhoun,Oxford,Recreational Dr,36203-,,,256-835-9940,$6.00,$6.00,,N/A,Billy Nobbley,Billy Nobbley,Billy Nobbley,Open,9
233,Cider Ridge Golf Club,AL,Calhoun,Oxford,200 Apple Blossom Way,36203-4806,,,256-831-7222,$45.00,$35.00,2002,N/A,Steve Rich,Steve Rich,Jeff Windham,Open,18
234,Country Club of Ozark,AL,Dale,Ozark,815 Country Club Dr,36360-4731,,,334-774-2615,N/A,N/A,1976,N/A,Holly Pain,Holly Pain,Curtis Long,Reciprocal,18
235,Willow Oaks Golf Club,AL,Dale,Ozark,Willow Oaks Dr,36361-,,,334-774-7388,$21.00,$15.00,1972,N/A,Bob Hatton,Bob Hatton,Bob Hatton,Open,18
236,Oak Mountain State Park Golf Course,AL,Shelby,Pelham,Finley Dr,35124-,,,205-620-2522,$20.00,$15.00,1973,"63,000 (estimated)",Benny Smallwood,Benny Smallwood,Kenny Morgan,Open,18
237,Pell City Country Club,AL,Saint Clair,Pell City,2021 Golf Course Rd,35128-,,,205-338-2066,$20.00,$18.00,1961,N/A,Sheila Richardson,Sheila Richardson,Kent Tucker,Reciprocal,9
238,Pine Harbor Golf Club,AL,Saint Clair,Pell City,5800 Pine Harbor Rd,35125-6717,,,205-338-4354,$25.00,$20.00,1965,N/A,Kim Wilcox,Kim Wilcox,Jack Hudson,Reciprocal,18
239,Lakewood Golf Course,AL,Russell,Phenix City,2800 Lakewood Dr,36867-2000,,,334-291-4726,$17.00,$15.00,1962,N/A,Fred Holton,Fred Holton,Richard Lutze,Open,18
240,Golf Club at Cumberland Lake,AL,Jefferson,Pinson,2150 Cumberland Lake Dr,35126-2042,,,205-680-4653,$35.00,$25.00,1968,N/A,Jon Samuelson,N/A,Jason Parker,Reciprocal,18
241,Azalea Course at Marriotts Grand Hotel & Lakewood Golf Club,AL,Baldwin,Point Clear,1 Grand Blvd,36564-,http://marriott.com/property/propertypage/PTLAL,golf@marriott.com,334-990-6312,$69.00,$69.00,1948,"46,000 (estimated)",David Clark,Duncan Millar,Sam Sealy,Open,36
